outgoing,ingoing,time,added
https://www.greenleaseleaders.com/,https://www.getgenea.com/blog/webinar-recap-tenant-billback/,0:03:31,greenleaseleaders.com
http://www.hiddenmasterpieces.com/noelle-ocon/,https://www.getgenea.com/blog/cloud-based-access-control-vs-key-cards/,0:03:31,bomagla.org
https://www.upguard.com/blog/corporate-espionage,https://www.getgenea.com/blog/cloud-based-access-control-how-it-saves-time/,0:03:31,zawya.com
https://www.allegion.com/corp/en/brands/schlage.html,/blog/how-does-genea-handle-complex-overtime-hvac-fulfillment-and-billing-scenarios/,0:03:31,mercury-security.com
https://twitter.com/intent/tweet?url=&text=,https://www.getgenea.com/blog/types-of-electronic-access-control/,0:03:31,internet-of-things-research.eu
https://digitalguardian.com/blog/what-role-based-access-control-rbac-examples-benefits-and-more,https://www.getgenea.com/blog/a-secure-access-control-system-what-to-look-for/,0:03:31,stebilex.com
https://www.intelligentopenings.com/en/products/by-category/wired-access-control/power-over-ethernet,https://www.getgenea.com/solutions/overtime-hvac/,0:03:31,realync.com
https://en.wikipedia.org/wiki/Need_to_know,https://www.getgenea.com/blog/maximizing-your-property-means-maximizing-your-team/,0:03:31,livebixby.co
https://www.bomagla.org/green-building-practices/,https://www.getgenea.com/blog/access-control-in-the-time-of-covid-19/,0:03:31,gethightower.com
https://www.schlage.com/en/home.html,https://www.getgenea.com/blog/ip-based-door-access-control/,0:03:31,sequr.io
https://www.eia.gov/energyexplained/index.php?page=us_energy_commercial,https://www.getgenea.com/integrations/topo-ai/,0:03:31,smartersecurity.com
https://meraki.cisco.com/,https://www.getgenea.com/integrations/azure-active-directory/,0:03:31,
https://www.linkedin.com/in/mikesequr/,https://www.getgenea.com/blog/building-visitor-management-made-simple/,0:03:31,
https://www.prnewswire.com/news-releases/lost-and-found-the-average-american-spends-25-days-each-year-looking-for-lost-items-collectively-costing-us-households-27-billion-annually-in-replacement-costs-300449305.html,https://www.getgenea.com/integrations/on-prem-active-directory/,0:03:31,
https://gizmodo.com/the-history-and-future-of-locks-and-keys-1735694812,https://www.getgenea.com/blog/types-of-access-control/,0:03:31,
https://en.wikipedia.org/wiki/Bluetooth,https://getgenea.com/solutions/overtime-hvac,0:03:31,
https://en.wikipedia.org/wiki/Integrated_circuit,/solutions/submeter-billing/,0:03:31,
https://www.zawya.com/story/Smart_Cities_will_use_16b_connected_things_in_2016_Gartner-ZAWYA20151208130911/,https://www.getgenea.com/integrations/proxyclick/,0:03:31,
https://nces.ed.gov/programs/coe/indicator/a21,https://www.getgenea.com/integrations/okta/,0:03:31,
https://www.assaabloy.com/group/en,https://www.getgenea.com/blog/5-reasons-office-and-facilities-managers-are-demanding-overtime-hvac-control/,0:03:31,
https://www.ibm.com/downloads/cas/3R8N1DZJ,https://www.getgenea.com/blog/multi-factor-authentication-mfa-in-access-control/,0:03:31,
https://www.linkedin.com/in/robert-vail/,https://www.getgenea.com/blog/door-access-control-systems-how-to-choose-the-right-one/,0:03:31,
https://www.cs.cornell.edu/courses/cs5430/2015sp/notes/dac.php,https://www.getgenea.com/blog/access-control-technology-trends/,0:03:31,
https://www.flashparking.com/,https://www.getgenea.com/integrations/milestone-systems/,0:03:31,
https://mercury-security.com/,https://www.getgenea.com/blog/how-to-use-submeters-at-your-building/,0:03:31,
